||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 2048 Poins: ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
N	Att#	Tot	Ch Tot	Ext	Ch Ext	Int	Ch Int	GI	Ch GI	GO	Ch GO	Chld	Ch Chld	CD	Ch CD	BOX	Ch BOX	CH	All/CH	OverhIE	overhEI
2048	246	28	229	0	0	28	229	4	46	1	160	23	23	0	0	0	0	18	113.78	?????	0.0000
2048	258	29	230	0	0	29	230	4	46	1	160	24	24	0	0	0	0	18	113.78	?????	0.0000
2048	263	30	250	0	0	30	250	5	66	1	160	24	24	0	0	0	0	18	113.78	?????	0.0000
2048	270	31	268	0	0	31	268	5	66	2	178	24	24	0	0	0	0	18	113.78	?????	0.0000
2048	275	32	269	0	0	32	269	5	66	2	178	25	25	0	0	0	0	18	113.78	?????	0.0000
2048	276	33	270	0	0	33	270	5	66	2	178	26	26	0	0	0	0	18	113.78	?????	0.0000
2048	285	34	275	0	0	34	275	5	66	3	183	26	26	0	0	0	0	18	113.78	?????	0.0000
2048	287	35	276	0	0	35	276	5	66	3	183	27	27	0	0	0	0	18	113.78	?????	0.0000
2048	304	36	277	0	0	36	277	5	66	3	183	28	28	0	0	0	0	18	113.78	?????	0.0000
2048	306	37	281	0	0	37	281	6	70	3	183	28	28	0	0	0	0	18	113.78	?????	0.0000
2048	317	38	282	0	0	38	282	6	70	3	183	29	29	0	0	0	0	18	113.78	?????	0.0000
2048	332	39	285	0	0	39	285	7	73	3	183	29	29	0	0	0	0	18	113.78	?????	0.0000
2048	335	40	286	0	0	40	286	7	73	3	183	30	30	0	0	0	0	18	113.78	?????	0.0000
2048	337	41	290	0	0	41	290	7	73	4	187	30	30	0	0	0	0	18	113.78	?????	0.0000
2048	375	42	291	0	0	42	291	7	73	4	187	31	31	0	0	0	0	18	113.78	?????	0.0000
2048	402	43	337	0	0	43	337	7	73	5	233	31	31	0	0	0	0	18	113.78	?????	0.0000
2048	428	44	338	0	0	44	338	7	73	5	233	32	32	0	0	0	0	18	113.78	?????	0.0000
2048	429	45	384	0	0	45	384	8	119	5	233	32	32	0	0	0	0	18	113.78	?????	0.0000
2048	431	46	385	0	0	46	385	8	119	5	233	33	33	0	0	0	0	18	113.78	?????	0.0000
2048	438	47	388	0	0	47	388	8	119	6	236	33	33	0	0	0	0	18	113.78	?????	0.0000
2048	441	48	530	0	0	48	530	8	119	7	378	33	33	0	0	0	0	18	113.78	?????	0.0000
2048	449	50	532	0	0	50	532	8	119	7	378	35	35	0	0	0	0	18	113.78	?????	0.0000
2048	454	51	542	0	0	51	542	8	119	8	388	35	35	0	0	0	0	18	113.78	?????	0.0000
2048	476	52	547	0	0	52	547	9	124	8	388	35	35	0	0	0	0	18	113.78	?????	0.0000
2048	481	53	548	0	0	53	548	9	124	8	388	36	36	0	0	0	0	18	113.78	?????	0.0000
2048	503	54	549	0	0	54	549	9	124	8	388	37	37	0	0	0	0	18	113.78	?????	0.0000
2048	536	55	942	0	0	55	942	9	124	9	781	37	37	0	0	0	0	18	113.78	?????	0.0000
2048	549	56	945	0	0	56	945	9	124	10	784	37	37	0	0	0	0	18	113.78	?????	0.0000
2048	577	58	947	0	0	58	947	9	124	10	784	39	39	0	0	0	0	18	113.78	?????	0.0000
2048	588	59	948	0	0	59	948	9	124	10	784	40	40	0	0	0	0	18	113.78	?????	0.0000
2048	592	60	949	0	0	60	949	9	124	10	784	41	41	0	0	0	0	18	113.78	?????	0.0000
2048	601	61	950	0	0	61	950	9	124	10	784	42	42	0	0	0	0	18	113.78	?????	0.0000
2048	611	62	951	0	0	62	951	9	124	10	784	43	43	0	0	0	0	18	113.78	?????	0.0000
2048	612	63	954	0	0	63	954	9	124	11	787	43	43	0	0	0	0	18	113.78	?????	0.0000
2048	623	64	965	0	0	64	965	9	124	12	798	43	43	0	0	0	0	18	113.78	?????	0.0000
2048	632	65	972	0	0	65	972	9	124	13	805	43	43	0	0	0	0	18	113.78	?????	0.0000
2048	652	66	973	0	0	66	973	9	124	13	805	44	44	0	0	0	0	18	113.78	?????	0.0000
2048	657	67	974	0	0	67	974	9	124	13	805	45	45	0	0	0	0	18	113.78	?????	0.0000
2048	660	68	987	0	0	68	987	10	137	13	805	45	45	0	0	0	0	18	113.78	?????	0.0000
2048	669	69	988	0	0	69	988	10	137	13	805	46	46	0	0	0	0	18	113.78	?????	0.0000
2048	677	70	1131	0	0	70	1131	10	137	14	948	46	46	0	0	0	0	18	113.78	?????	0.0000
2048	691	71	1132	0	0	71	1132	10	137	14	948	47	47	0	0	0	0	18	113.78	?????	0.0000
2048	733	72	1214	0	0	72	1214	10	137	15	1030	47	47	0	0	0	0	18	113.78	?????	0.0000
2048	755	73	1215	0	0	73	1215	10	137	15	1030	48	48	0	0	0	0	18	113.78	?????	0.0000
2048	767	74	1229	0	0	74	1229	10	137	16	1044	48	48	0	0	0	0	18	113.78	?????	0.0000
2048	771	75	1230	0	0	75	1230	10	137	16	1044	49	49	0	0	0	0	18	113.78	?????	0.0000
2048	784	76	1242	0	0	76	1242	11	149	16	1044	49	49	0	0	0	0	18	113.78	?????	0.0000
2048	794	77	1243	0	0	77	1243	11	149	16	1044	50	50	0	0	0	0	18	113.78	?????	0.0000
2048	797	78	1244	0	0	78	1244	11	149	16	1044	51	51	0	0	0	0	18	113.78	?????	0.0000
2048	807	79	1245	0	0	79	1245	11	149	16	1044	52	52	0	0	0	0	18	113.78	?????	0.0000
2048	811	80	1246	0	0	80	1246	11	149	16	1044	53	53	0	0	0	0	18	113.78	?????	0.0000
2048	824	81	1247	0	0	81	1247	11	149	16	1044	54	54	0	0	0	0	18	113.78	?????	0.0000
2048	826	82	1248	0	0	82	1248	11	149	16	1044	55	55	0	0	0	0	18	113.78	?????	0.0000
2048	830	83	1249	0	0	83	1249	11	149	16	1044	56	56	0	0	0	0	18	113.78	?????	0.0000
2048	844	84	1250	0	0	84	1250	11	149	16	1044	57	57	0	0	0	0	18	113.78	?????	0.0000
2048	846	85	1264	0	0	85	1264	12	163	16	1044	57	57	0	0	0	0	18	113.78	?????	0.0000
2048	849	86	1265	0	0	86	1265	12	163	16	1044	58	58	0	0	0	0	18	113.78	?????	0.0000
2048	851	87	1373	0	0	87	1373	12	163	17	1152	58	58	0	0	0	0	18	113.78	?????	0.0000
2048	862	88	1374	0	0	88	1374	12	163	17	1152	59	59	0	0	0	0	18	113.78	?????	0.0000
2048	866	89	1377	0	0	89	1377	12	163	18	1155	59	59	0	0	0	0	18	113.78	?????	0.0000
2048	867	90	1378	0	0	90	1378	12	163	18	1155	60	60	0	0	0	0	18	113.78	?????	0.0000
2048	875	91	1379	0	0	91	1379	12	163	18	1155	61	61	0	0	0	0	18	113.78	?????	0.0000
2048	889	92	1380	0	0	92	1380	12	163	18	1155	62	62	0	0	0	0	18	113.78	?????	0.0000
2048	926	93	1381	0	0	93	1381	12	163	18	1155	63	63	0	0	0	0	18	113.78	?????	0.0000
2048	945	94	1467	0	0	94	1467	13	249	18	1155	63	63	0	0	0	0	18	113.78	?????	0.0000
2048	957	95	1468	0	0	95	1468	13	249	18	1155	64	64	0	0	0	0	18	113.78	?????	0.0000
2048	1010	96	1469	0	0	96	1469	13	249	18	1155	65	65	0	0	0	0	18	113.78	?????	0.0000
2048	1017	97	1685	0	0	97	1685	14	465	18	1155	65	65	0	0	0	0	18	113.78	?????	0.0000
2048	1024	98	1690	1	5	97	1685	14	465	19	1160	65	65	0	0	0	0	18	113.78	97.0000	0.0103
2048	1026	99	1691	1	5	98	1686	14	465	19	1160	66	66	0	0	0	0	19	107.79	98.0000	0.0102
2048	1035	100	1692	1	5	99	1687	14	465	19	1160	67	67	0	0	0	0	19	107.79	99.0000	0.0101
2048	1042	101	1963	1	5	100	1958	14	465	20	1431	67	67	0	0	0	0	19	107.79	100.0000	0.0100
2048	1061	102	1964	1	5	101	1959	14	465	20	1431	68	68	0	0	0	0	19	107.79	101.0000	0.0099
2048	1063	103	1965	1	5	102	1960	14	465	20	1431	69	69	0	0	0	0	19	107.79	102.0000	0.0098
2048	1065	104	1966	1	5	103	1961	14	465	20	1431	70	70	0	0	0	0	19	107.79	103.0000	0.0097
2048	1066	105	1967	1	5	104	1962	14	465	20	1431	71	71	0	0	0	0	19	107.79	104.0000	0.0096
2048	1076	106	1968	1	5	105	1963	14	465	20	1431	72	72	0	0	0	0	19	107.79	105.0000	0.0095
2048	1082	107	1969	1	5	106	1964	14	465	20	1431	73	73	0	0	0	0	19	107.79	106.0000	0.0094
2048	1085	108	1970	1	5	107	1965	14	465	20	1431	74	74	0	0	0	0	19	107.79	107.0000	0.0093
2048	1086	109	1971	1	5	108	1966	14	465	20	1431	75	75	0	0	0	0	19	107.79	108.0000	0.0093
2048	1104	110	1972	1	5	109	1967	14	465	20	1431	76	76	0	0	0	0	19	107.79	109.0000	0.0092
2048	1110	111	1973	1	5	110	1968	14	465	20	1431	77	77	0	0	0	0	19	107.79	110.0000	0.0091
2048	1117	112	1974	1	5	111	1969	14	465	20	1431	78	78	0	0	0	0	19	107.79	111.0000	0.0090
2048	1129	113	1986	1	5	112	1981	14	465	21	1443	78	78	0	0	0	0	19	107.79	112.0000	0.0089
2048	1137	114	1987	1	5	113	1982	14	465	21	1443	79	79	0	0	0	0	19	107.79	113.0000	0.0088
2048	1143	115	1988	1	5	114	1983	14	465	21	1443	80	80	0	0	0	0	19	107.79	114.0000	0.0088
2048	1159	116	1989	1	5	115	1984	14	465	21	1443	81	81	0	0	0	0	19	107.79	115.0000	0.0087
2048	1173	117	1993	1	5	116	1988	14	465	22	1447	81	81	0	0	0	0	19	107.79	116.0000	0.0086
2048	1177	118	2010	1	5	117	2005	14	465	23	1464	81	81	0	0	0	0	19	107.79	117.0000	0.0085
2048	1191	119	2066	1	5	118	2061	14	465	24	1520	81	81	0	0	0	0	19	107.79	118.0000	0.0085
2048	1211	120	2078	1	5	119	2073	14	465	25	1532	81	81	0	0	0	0	19	107.79	119.0000	0.0084
2048	1216	121	2343	1	5	120	2338	15	730	25	1532	81	81	0	0	0	0	19	107.79	120.0000	0.0083
2048	1219	122	2355	1	5	121	2350	15	730	26	1544	81	81	0	0	0	0	19	107.79	121.0000	0.0083
2048	1221	123	2356	1	5	122	2351	15	730	26	1544	82	82	0	0	0	0	19	107.79	122.0000	0.0082
2048	1227	124	2357	1	5	123	2352	15	730	26	1544	83	83	0	0	0	0	19	107.79	123.0000	0.0081
2048	1229	125	2358	1	5	124	2353	15	730	26	1544	84	84	0	0	0	0	19	107.79	124.0000	0.0081
2048	1230	126	2359	1	5	125	2354	15	730	26	1544	85	85	0	0	0	0	19	107.79	125.0000	0.0080
2048	1233	127	2368	1	5	126	2363	15	730	27	1553	85	85	0	0	0	0	19	107.79	126.0000	0.0079
2048	1246	129	2370	1	5	128	2365	15	730	27	1553	87	87	0	0	0	0	19	107.79	128.0000	0.0078
2048	1254	130	2371	1	5	129	2366	15	730	27	1553	88	88	0	0	0	0	19	107.79	129.0000	0.0078
2048	1279	131	2372	1	5	130	2367	15	730	27	1553	89	89	0	0	0	0	19	107.79	130.0000	0.0077
2048	1280	132	2373	1	5	131	2368	15	730	27	1553	90	90	0	0	0	0	19	107.79	131.0000	0.0076
2048	1283	133	2374	1	5	132	2369	15	730	27	1553	91	91	0	0	0	0	19	107.79	132.0000	0.0076
2048	1288	134	2375	1	5	133	2370	15	730	27	1553	92	92	0	0	0	0	19	107.79	133.0000	0.0075
2048	1289	135	2376	1	5	134	2371	15	730	27	1553	93	93	0	0	0	0	19	107.79	134.0000	0.0075
2048	1293	136	2402	1	5	135	2397	15	730	28	1579	93	93	0	0	0	0	19	107.79	135.0000	0.0074
2048	1294	137	2403	1	5	136	2398	15	730	28	1579	94	94	0	0	0	0	19	107.79	136.0000	0.0074
2048	1310	138	2417	1	5	137	2412	16	744	28	1579	94	94	0	0	0	0	19	107.79	137.0000	0.0073
2048	1311	139	2418	1	5	138	2413	16	744	28	1579	95	95	0	0	0	0	19	107.79	138.0000	0.0072
2048	1312	140	2419	1	5	139	2414	16	744	28	1579	96	96	0	0	0	0	19	107.79	139.0000	0.0072
2048	1321	141	2648	1	5	140	2643	17	973	28	1579	96	96	0	0	0	0	19	107.79	140.0000	0.0071
2048	1327	142	2649	1	5	141	2644	17	973	28	1579	97	97	0	0	0	0	19	107.79	141.0000	0.0071
2048	1344	143	2650	1	5	142	2645	17	973	28	1579	98	98	0	0	0	0	19	107.79	142.0000	0.0070
2048	1346	144	2651	1	5	143	2646	17	973	28	1579	99	99	0	0	0	0	19	107.79	143.0000	0.0070
2048	1351	145	2652	1	5	144	2647	17	973	28	1579	100	100	0	0	0	0	19	107.79	144.0000	0.0069
2048	1360	146	2653	1	5	145	2648	17	973	28	1579	101	101	0	0	0	0	19	107.79	145.0000	0.0069
2048	1361	147	2654	1	5	146	2649	17	973	28	1579	102	102	0	0	0	0	19	107.79	146.0000	0.0068
2048	1372	148	2660	1	5	147	2655	18	979	28	1579	102	102	0	0	0	0	19	107.79	147.0000	0.0068
2048	1381	149	2661	1	5	148	2656	18	979	28	1579	103	103	0	0	0	0	19	107.79	148.0000	0.0068
2048	1390	150	2662	1	5	149	2657	18	979	28	1579	104	104	0	0	0	0	19	107.79	149.0000	0.0067
2048	1396	151	2666	1	5	150	2661	19	983	28	1579	104	104	0	0	0	0	19	107.79	150.0000	0.0067
2048	1400	152	2667	1	5	151	2662	19	983	28	1579	105	105	0	0	0	0	19	107.79	151.0000	0.0066
2048	1403	153	2671	1	5	152	2666	19	983	29	1583	105	105	0	0	0	0	19	107.79	152.0000	0.0066
2048	1408	154	2697	1	5	153	2692	20	1009	29	1583	105	105	0	0	0	0	19	107.79	153.0000	0.0065
2048	1433	155	2702	1	5	154	2697	20	1009	30	1588	105	105	0	0	0	0	19	107.79	154.0000	0.0065
2048	1445	156	2703	1	5	155	2698	20	1009	30	1588	106	106	0	0	0	0	19	107.79	155.0000	0.0065
2048	1458	157	2704	1	5	156	2699	20	1009	30	1588	107	107	0	0	0	0	19	107.79	156.0000	0.0064
2048	1460	158	2705	1	5	157	2700	20	1009	30	1588	108	108	0	0	0	0	19	107.79	157.0000	0.0064
2048	1470	159	2924	1	5	158	2919	20	1009	31	1807	108	108	0	0	0	0	19	107.79	158.0000	0.0063
2048	1476	160	2925	1	5	159	2920	20	1009	31	1807	109	109	0	0	0	0	19	107.79	159.0000	0.0063
2048	1487	161	2926	1	5	160	2921	20	1009	31	1807	110	110	0	0	0	0	19	107.79	160.0000	0.0063
2048	1496	162	2927	1	5	161	2922	20	1009	31	1807	111	111	0	0	0	0	19	107.79	161.0000	0.0062
2048	1510	163	2928	1	5	162	2923	20	1009	31	1807	112	112	0	0	0	0	19	107.79	162.0000	0.0062
2048	1512	164	2952	1	5	163	2947	21	1033	31	1807	112	112	0	0	0	0	19	107.79	163.0000	0.0061
2048	1526	165	3336	1	5	164	3331	22	1417	31	1807	112	112	0	0	0	0	19	107.79	164.0000	0.0061
2048	1545	166	3340	1	5	165	3335	22	1417	32	1811	112	112	0	0	0	0	19	107.79	165.0000	0.0061
2048	1554	167	3345	1	5	166	3340	23	1422	32	1811	112	112	0	0	0	0	19	107.79	166.0000	0.0060
2048	1561	168	3346	1	5	167	3341	23	1422	32	1811	113	113	0	0	0	0	19	107.79	167.0000	0.0060
2048	1569	169	3451	1	5	168	3446	23	1422	33	1916	113	113	0	0	0	0	19	107.79	168.0000	0.0060
2048	1585	170	3452	1	5	169	3447	23	1422	33	1916	114	114	0	0	0	0	19	107.79	169.0000	0.0059
2048	1589	171	3453	1	5	170	3448	23	1422	33	1916	115	115	0	0	0	0	19	107.79	170.0000	0.0059
2048	1598	172	3454	1	5	171	3449	23	1422	33	1916	116	116	0	0	0	0	19	107.79	171.0000	0.0058
2048	1613	173	3455	1	5	172	3450	23	1422	33	1916	117	117	0	0	0	0	19	107.79	172.0000	0.0058
2048	1621	174	3456	1	5	173	3451	23	1422	33	1916	118	118	0	0	0	0	19	107.79	173.0000	0.0058
2048	1634	175	3457	1	5	174	3452	23	1422	33	1916	119	119	0	0	0	0	19	107.79	174.0000	0.0057
2048	1656	176	3495	1	5	175	3490	23	1422	34	1954	119	119	0	0	0	0	19	107.79	175.0000	0.0057
2048	1659	177	3626	1	5	176	3621	24	1553	34	1954	119	119	0	0	0	0	19	107.79	176.0000	0.0057
2048	1665	178	3627	1	5	177	3622	24	1553	34	1954	120	120	0	0	0	0	19	107.79	177.0000	0.0056
2048	1666	179	3628	1	5	178	3623	24	1553	34	1954	121	121	0	0	0	0	19	107.79	178.0000	0.0056
2048	1668	180	3629	1	5	179	3624	24	1553	34	1954	122	122	0	0	0	0	19	107.79	179.0000	0.0056
2048	1680	181	3630	1	5	180	3625	24	1553	34	1954	123	123	0	0	0	0	19	107.79	180.0000	0.0056
2048	1682	182	3642	1	5	181	3637	24	1553	35	1966	123	123	0	0	0	0	19	107.79	181.0000	0.0055
2048	1685	183	3643	1	5	182	3638	24	1553	35	1966	124	124	0	0	0	0	19	107.79	182.0000	0.0055
2048	1701	184	3644	1	5	183	3639	24	1553	35	1966	125	125	0	0	0	0	19	107.79	183.0000	0.0055
2048	1712	185	3645	1	5	184	3640	24	1553	35	1966	126	126	0	0	0	0	19	107.79	184.0000	0.0054
2048	1716	186	3646	1	5	185	3641	24	1553	35	1966	127	127	0	0	0	0	19	107.79	185.0000	0.0054
2048	1718	187	3647	1	5	186	3642	24	1553	35	1966	128	128	0	0	0	0	19	107.79	186.0000	0.0054
2048	1721	188	3689	1	5	187	3684	25	1595	35	1966	128	128	0	0	0	0	19	107.79	187.0000	0.0053
2048	1724	189	3690	1	5	188	3685	25	1595	35	1966	129	129	0	0	0	0	19	107.79	188.0000	0.0053
2048	1729	190	3691	1	5	189	3686	25	1595	35	1966	130	130	0	0	0	0	19	107.79	189.0000	0.0053
2048	1736	191	3747	1	5	190	3742	25	1595	36	2022	130	130	0	0	0	0	19	107.79	190.0000	0.0053
2048	1742	192	3748	1	5	191	3743	25	1595	36	2022	131	131	0	0	0	0	19	107.79	191.0000	0.0052
2048	1749	193	3749	1	5	192	3744	25	1595	36	2022	132	132	0	0	0	0	19	107.79	192.0000	0.0052
2048	1755	194	3750	1	5	193	3745	25	1595	36	2022	133	133	0	0	0	0	19	107.79	193.0000	0.0052
2048	1758	195	3754	1	5	194	3749	26	1599	36	2022	133	133	0	0	0	0	19	107.79	194.0000	0.0052
2048	1774	196	3755	1	5	195	3750	26	1599	36	2022	134	134	0	0	0	0	19	107.79	195.0000	0.0051
2048	1787	197	3756	1	5	196	3751	26	1599	36	2022	135	135	0	0	0	0	19	107.79	196.0000	0.0051
2048	1790	198	3757	1	5	197	3752	26	1599	36	2022	136	136	0	0	0	0	19	107.79	197.0000	0.0051
2048	1793	199	3758	1	5	198	3753	26	1599	36	2022	137	137	0	0	0	0	19	107.79	198.0000	0.0051
2048	1794	200	3759	1	5	199	3754	26	1599	36	2022	138	138	0	0	0	0	19	107.79	199.0000	0.0050
2048	1798	201	3760	1	5	200	3755	26	1599	36	2022	139	139	0	0	0	0	19	107.79	200.0000	0.0050
2048	1802	202	3761	1	5	201	3756	26	1599	36	2022	140	140	0	0	0	0	19	107.79	201.0000	0.0050
2048	1814	203	3783	1	5	202	3778	26	1599	37	2044	140	140	0	0	0	0	19	107.79	202.0000	0.0050
2048	1843	204	3784	1	5	203	3779	26	1599	37	2044	141	141	0	0	0	0	19	107.79	203.0000	0.0049
2048	1859	205	3785	1	5	204	3780	26	1599	37	2044	142	142	0	0	0	0	19	107.79	204.0000	0.0049
2048	1868	206	3791	1	5	205	3786	27	1605	37	2044	142	142	0	0	0	0	19	107.79	205.0000	0.0049
2048	1871	207	3792	1	5	206	3787	27	1605	37	2044	143	143	0	0	0	0	19	107.79	206.0000	0.0049
2048	1872	208	3797	1	5	207	3792	27	1605	38	2049	143	143	0	0	0	0	19	107.79	207.0000	0.0048
2048	1873	209	3798	1	5	208	3793	27	1605	38	2049	144	144	0	0	0	0	19	107.79	208.0000	0.0048
2048	1879	210	3799	1	5	209	3794	27	1605	38	2049	145	145	0	0	0	0	19	107.79	209.0000	0.0048
2048	1883	211	3811	1	5	210	3806	27	1605	39	2061	145	145	0	0	0	0	19	107.79	210.0000	0.0048
2048	1891	212	3812	1	5	211	3807	27	1605	39	2061	146	146	0	0	0	0	19	107.79	211.0000	0.0047
2048	1892	213	3813	1	5	212	3808	27	1605	39	2061	147	147	0	0	0	0	19	107.79	212.0000	0.0047
2048	1900	214	3829	1	5	213	3824	27	1605	40	2077	147	147	0	0	0	0	19	107.79	213.0000	0.0047
2048	1910	215	3830	1	5	214	3825	27	1605	40	2077	148	148	0	0	0	0	19	107.79	214.0000	0.0047
2048	1917	216	3831	1	5	215	3826	27	1605	40	2077	149	149	0	0	0	0	19	107.79	215.0000	0.0047
2048	1941	217	3832	1	5	216	3827	27	1605	40	2077	150	150	0	0	0	0	19	107.79	216.0000	0.0046
2048	1948	218	3833	1	5	217	3828	27	1605	40	2077	151	151	0	0	0	0	19	107.79	217.0000	0.0046
2048	1959	219	3834	1	5	218	3829	27	1605	40	2077	152	152	0	0	0	0	19	107.79	218.0000	0.0046
2048	1962	220	3835	1	5	219	3830	27	1605	40	2077	153	153	0	0	0	0	19	107.79	219.0000	0.0046
2048	1976	221	3841	1	5	220	3836	28	1611	40	2077	153	153	0	0	0	0	19	107.79	220.0000	0.0045
2048	1989	222	3842	1	5	221	3837	28	1611	40	2077	154	154	0	0	0	0	19	107.79	221.0000	0.0045
2048	1999	223	3869	1	5	222	3864	28	1611	41	2104	154	154	0	0	0	0	19	107.79	222.0000	0.0045
2048	2001	224	3874	1	5	223	3869	28	1611	42	2109	154	154	0	0	0	0	19	107.79	223.0000	0.0045
2048	2012	225	3877	1	5	224	3872	28	1611	43	2112	154	154	0	0	0	0	19	107.79	224.0000	0.0045
2048	2020	226	3878	1	5	225	3873	28	1611	43	2112	155	155	0	0	0	0	19	107.79	225.0000	0.0044
2048	2024	227	3879	1	5	226	3874	28	1611	43	2112	156	156	0	0	0	0	19	107.79	226.0000	0.0044
2048	2037	228	4043	1	5	227	4038	29	1775	43	2112	156	156	0	0	0	0	19	107.79	227.0000	0.0044
2048	2046	229	4044	1	5	228	4039	29	1775	43	2112	157	157	0	0	0	0	19	107.79	228.0000	0.0044
2048	2047	230	4231	1	5	229	4226	29	1775	44	2299	157	157	0	0	0	0	19	107.79	229.0000	0.0044
2048	2059	231	4235	1	5	230	4230	30	1779	44	2299	157	157	0	0	0	0	19	107.79	230.0000	0.0043
2048	2062	232	4236	1	5	231	4231	30	1779	44	2299	158	158	0	0	0	0	19	107.79	231.0000	0.0043
2048	2063	233	4237	1	5	232	4232	30	1779	44	2299	159	159	0	0	0	0	19	107.79	232.0000	0.0043
2048	2066	234	4241	1	5	233	4236	30	1779	45	2303	159	159	0	0	0	0	19	107.79	233.0000	0.0043
2048	2073	235	4246	1	5	234	4241	31	1784	45	2303	159	159	0	0	0	0	19	107.79	234.0000	0.0043
2048	2075	236	4279	1	5	235	4274	32	1817	45	2303	159	159	0	0	0	0	19	107.79	235.0000	0.0043
2048	2076	237	4280	1	5	236	4275	32	1817	45	2303	160	160	0	0	0	0	19	107.79	236.0000	0.0042
2048	2082	238	4281	1	5	237	4276	32	1817	45	2303	161	161	0	0	0	0	19	107.79	237.0000	0.0042
2048	2093	239	4282	1	5	238	4277	32	1817	45	2303	162	162	0	0	0	0	19	107.79	238.0000	0.0042
2048	2105	240	4283	1	5	239	4278	32	1817	45	2303	163	163	0	0	0	0	19	107.79	239.0000	0.0042
2048	2107	241	4284	1	5	240	4279	32	1817	45	2303	164	164	0	0	0	0	19	107.79	240.0000	0.0042
2048	2109	242	4285	1	5	241	4280	32	1817	45	2303	165	165	0	0	0	0	19	107.79	241.0000	0.0041
2048	2118	243	4329	1	5	242	4324	33	1861	45	2303	165	165	0	0	0	0	19	107.79	242.0000	0.0041
2048	2119	244	4330	1	5	243	4325	33	1861	45	2303	166	166	0	0	0	0	19	107.79	243.0000	0.0041
