||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 40 Poins: ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
N	Att#	Tot	Ch Tot	Ext	Ch Ext	Int	Ch Int	GI	Ch GI	GO	Ch GO	Chld	Ch Chld	CD	Ch CD	BOX	Ch BOX	CH	All/CH	OverhIE	overhEI
40	285	32	160	4	91	28	69	6	95	3	41	22	22	1	1	1	2	8	5.00	7.0000	0.1429
40	295	32	160	4	91	28	69	6	95	3	41	22	22	2	2	1	2	8	5.00	7.0000	0.1429
40	299	33	182	5	113	28	69	6	95	4	63	22	22	2	2	1	2	8	5.00	5.6000	0.1786
40	321	34	183	5	113	29	70	6	95	4	63	23	23	2	2	1	2	9	4.44	5.8000	0.1724
40	323	35	184	5	113	30	71	6	95	4	63	24	24	2	2	1	2	9	4.44	6.0000	0.1667
40	324	36	185	5	113	31	72	6	95	4	63	25	25	2	2	1	2	9	4.44	6.2000	0.1613
40	336	37	186	5	113	32	73	6	95	4	63	26	26	2	2	1	2	9	4.44	6.4000	0.1563
40	355	38	187	5	113	33	74	6	95	4	63	27	27	2	2	1	2	9	4.44	6.6000	0.1515
40	362	39	197	5	113	34	84	7	105	4	63	27	27	2	2	1	2	9	4.44	6.8000	0.1471
40	372	40	198	5	113	35	85	7	105	4	63	28	28	2	2	1	2	9	4.44	7.0000	0.1429
40	375	41	202	5	113	36	89	7	105	5	67	28	28	2	2	1	2	9	4.44	7.2000	0.1389
40	378	42	203	5	113	37	90	7	105	5	67	29	29	2	2	1	2	9	4.44	7.4000	0.1351
40	414	43	204	5	113	38	91	7	105	5	67	30	30	2	2	1	2	9	4.44	7.6000	0.1316
40	420	44	205	5	113	39	92	7	105	5	67	31	31	2	2	1	2	9	4.44	7.8000	0.1282
40	425	45	208	6	116	39	92	7	105	6	70	31	31	2	2	1	2	9	4.44	6.5000	0.1538
40	446	46	209	6	116	40	93	7	105	6	70	32	32	2	2	1	2	9	4.44	6.6667	0.1500
40	450	47	210	6	116	41	94	7	105	6	70	33	33	2	2	1	2	9	4.44	6.8333	0.1463
40	451	48	211	6	116	42	95	7	105	6	70	34	34	2	2	1	2	9	4.44	7.0000	0.1429
40	460	48	211	6	116	42	95	7	105	6	70	34	34	3	3	1	2	9	4.44	7.0000	0.1429
40	466	49	212	6	116	43	96	7	105	6	70	35	35	3	3	1	2	9	4.44	7.1667	0.1395
40	467	50	213	6	116	44	97	7	105	6	70	36	36	3	3	1	2	9	4.44	7.3333	0.1364
40	471	51	232	7	135	44	97	7	105	7	89	36	36	3	3	1	2	9	4.44	6.2857	0.1591
40	476	52	233	7	135	45	98	7	105	7	89	37	37	3	3	1	2	10	4.00	6.4286	0.1556
40	480	53	234	7	135	46	99	7	105	7	89	38	38	3	3	1	2	10	4.00	6.5714	0.1522
40	502	54	249	7	135	47	114	8	120	7	89	38	38	3	3	1	2	10	4.00	6.7143	0.1489
40	511	55	250	7	135	48	115	8	120	7	89	39	39	3	3	1	2	10	4.00	6.8571	0.1458
40	523	56	251	7	135	49	116	8	120	7	89	40	40	3	3	1	2	10	4.00	7.0000	0.1429
40	547	57	257	8	141	49	116	8	120	8	95	40	40	3	3	1	2	10	4.00	6.1250	0.1633
40	561	58	261	8	141	50	120	9	124	8	95	40	40	3	3	1	2	11	3.64	6.2500	0.1600
40	567	59	262	8	141	51	121	9	124	8	95	41	41	3	3	1	2	11	3.64	6.3750	0.1569
40	596	60	266	9	145	51	121	10	128	8	95	41	41	3	3	1	2	11	3.64	5.6667	0.1765
40	599	61	275	10	154	51	121	10	128	9	104	41	41	3	3	1	2	10	4.00	5.1000	0.1961
40	600	62	276	10	154	52	122	10	128	9	104	42	42	3	3	1	2	11	3.64	5.2000	0.1923
40	608	63	277	10	154	53	123	10	128	9	104	43	43	3	3	1	2	11	3.64	5.3000	0.1887
40	622	64	278	10	154	54	124	10	128	9	104	44	44	3	3	1	2	11	3.64	5.4000	0.1852
40	642	65	279	10	154	55	125	10	128	9	104	45	45	3	3	1	2	11	3.64	5.5000	0.1818
40	650	66	287	11	162	55	125	11	136	9	104	45	45	3	3	1	2	11	3.64	5.0000	0.2000
40	655	67	288	11	162	56	126	11	136	9	104	46	46	3	3	1	2	10	4.00	5.0909	0.1964
40	656	68	298	11	162	57	136	12	146	9	104	46	46	3	3	1	2	10	4.00	5.1818	0.1930
40	691	69	299	11	162	58	137	12	146	9	104	47	47	3	3	1	2	10	4.00	5.2727	0.1897
40	727	70	300	11	162	59	138	12	146	9	104	48	48	3	3	1	2	10	4.00	5.3636	0.1864
40	728	71	323	12	185	59	138	12	146	10	127	48	48	3	3	1	2	10	4.00	4.9167	0.2034
40	767	72	324	12	185	60	139	12	146	10	127	49	49	3	3	1	2	11	3.64	5.0000	0.2000
40	772	73	325	12	185	61	140	12	146	10	127	50	50	3	3	1	2	11	3.64	5.0833	0.1967
