||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 16 Poins: ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
N	Att#	Tot	Ch Tot	Ext	Ch Ext	Int	Ch Int	GI	Ch GI	GO	Ch GO	Chld	Ch Chld	CD	Ch CD	BOX	Ch BOX	CH	All/CH	OverhIE	overhEI
16	566	13	37	3	19	10	18	1	5	3	23	9	9	1	1	0	0	8	2.00	3.3333	0.3000
16	567	14	38	3	19	11	19	1	5	3	23	10	10	1	1	0	0	8	2.00	3.6667	0.2727
16	617	15	42	4	23	11	19	2	9	3	23	10	10	1	1	0	0	8	2.00	2.7500	0.3636
16	747	16	43	4	23	12	20	2	9	3	23	11	11	1	1	0	0	7	2.29	3.0000	0.3333
16	755	17	44	4	23	13	21	2	9	3	23	12	12	1	1	0	0	7	2.29	3.2500	0.3077
16	781	18	45	4	23	14	22	2	9	3	23	13	13	1	1	0	0	7	2.29	3.5000	0.2857
16	820	19	53	4	23	15	30	3	17	3	23	13	13	1	1	0	0	7	2.29	3.7500	0.2667
16	821	20	60	4	23	16	37	3	17	4	30	13	13	1	1	0	0	7	2.29	4.0000	0.2500
16	835	21	61	4	23	17	38	3	17	4	30	14	14	1	1	0	0	7	2.29	4.2500	0.2353
16	869	22	62	4	23	18	39	3	17	4	30	15	15	1	1	0	0	7	2.29	4.5000	0.2222
16	905	23	73	5	34	18	39	3	17	5	41	15	15	1	1	0	0	7	2.29	3.6000	0.2778
16	931	23	73	5	34	18	39	3	17	5	41	15	15	2	2	0	0	8	2.00	3.6000	0.2778
16	1011	23	73	5	34	18	39	3	17	5	41	15	15	3	3	0	0	8	2.00	3.6000	0.2778
16	1052	24	74	5	34	19	40	3	17	5	41	16	16	3	3	0	0	8	2.00	3.8000	0.2632
16	1064	25	81	5	34	20	47	4	24	5	41	16	16	3	3	0	0	8	2.00	4.0000	0.2500
16	1122	25	81	5	34	20	47	4	24	5	41	16	16	4	4	0	0	8	2.00	4.0000	0.2500
16	1263	26	82	5	34	21	48	4	24	5	41	17	17	4	4	0	0	8	2.00	4.2000	0.2381
16	1266	26	82	5	34	21	48	4	24	5	41	17	17	5	5	0	0	8	2.00	4.2000	0.2381
16	1293	27	93	6	45	21	48	4	24	6	52	17	17	5	5	0	0	8	2.00	3.5000	0.2857
16	1349	28	104	7	56	21	48	5	35	6	52	17	17	5	5	0	0	9	1.78	3.0000	0.3333
16	1390	29	109	8	61	21	48	5	35	7	57	17	17	5	5	0	0	8	2.00	2.6250	0.3810
16	1407	30	110	8	61	22	49	5	35	7	57	18	18	5	5	0	0	9	1.78	2.7500	0.3636
16	1478	31	111	8	61	23	50	5	35	7	57	19	19	5	5	0	0	9	1.78	2.8750	0.3478
16	1484	32	121	9	71	23	50	6	45	7	57	19	19	5	5	0	0	9	1.78	2.5556	0.3913
16	1508	33	128	9	71	24	57	6	45	8	64	19	19	5	5	0	0	8	2.00	2.6667	0.3750
16	1550	34	129	9	71	25	58	6	45	8	64	20	20	5	5	0	0	8	2.00	2.7778	0.3600
16	1595	35	141	10	83	25	58	7	57	8	64	20	20	5	5	0	0	8	2.00	2.5000	0.4000
16	1619	36	142	10	83	26	59	7	57	8	64	21	21	5	5	0	0	7	2.29	2.6000	0.3846
16	1624	36	142	10	83	26	59	7	57	8	64	21	21	6	6	0	0	7	2.29	2.6000	0.3846
16	1682	37	143	10	83	27	60	7	57	8	64	22	22	6	6	0	0	7	2.29	2.7000	0.3704
16	1762	38	144	11	84	27	60	7	57	8	64	23	23	6	6	0	0	7	2.29	2.4545	0.4074
16	1774	39	147	12	87	27	60	8	60	8	64	23	23	6	6	0	0	8	2.00	2.2500	0.4444
16	1802	40	148	12	87	28	61	8	60	8	64	24	24	6	6	0	0	7	2.29	2.3333	0.4286
16	1834	41	158	13	97	28	61	8	60	9	74	24	24	6	6	0	0	7	2.29	2.1538	0.4643
16	1893	42	159	14	98	28	61	8	60	9	74	25	25	6	6	0	0	7	2.29	2.0000	0.5000
16	2007	43	160	14	98	29	62	8	60	9	74	26	26	6	6	0	0	8	2.00	2.0714	0.4828
16	2016	44	161	14	98	30	63	8	60	9	74	27	27	6	6	0	0	8	2.00	2.1429	0.4667
16	2119	45	162	14	98	31	64	8	60	9	74	28	28	6	6	0	0	8	2.00	2.2143	0.4516
16	2157	46	172	15	108	31	64	9	70	9	74	28	28	6	6	0	0	8	2.00	2.0667	0.4839
16	2171	47	173	15	108	32	65	9	70	9	74	29	29	6	6	0	0	7	2.29	2.1333	0.4688
16	2195	48	182	16	117	32	65	9	70	10	83	29	29	6	6	0	0	7	2.29	2.0000	0.5000
16	2267	48	182	16	117	32	65	9	70	10	83	29	29	7	7	0	0	8	2.00	2.0000	0.5000
16	2446	49	183	16	117	33	66	9	70	10	83	30	30	7	7	0	0	8	2.00	2.0625	0.4848
16	2481	50	184	16	117	34	67	9	70	10	83	31	31	7	7	0	0	8	2.00	2.1250	0.4706
16	2588	50	184	16	117	34	67	9	70	10	83	31	31	8	8	0	0	8	2.00	2.1250	0.4706
16	2797	51	191	17	124	34	67	9	70	11	90	31	31	8	8	0	0	8	2.00	2.0000	0.5000
16	2933	51	191	17	124	34	67	9	70	11	90	31	31	9	9	0	0	9	1.78	2.0000	0.5000
16	2973	52	198	17	124	35	74	10	77	11	90	31	31	9	9	0	0	9	1.78	2.0588	0.4857
16	2995	53	199	17	124	36	75	10	77	11	90	32	32	9	9	0	0	9	1.78	2.1176	0.4722
16	3055	53	199	17	124	36	75	10	77	11	90	32	32	10	10	0	0	9	1.78	2.1176	0.4722
16	3070	54	200	17	124	37	76	10	77	11	90	33	33	10	10	0	0	9	1.78	2.1765	0.4595
16	3071	55	209	18	133	37	76	10	77	12	99	33	33	10	10	0	0	9	1.78	2.0556	0.4865
16	3084	55	209	18	133	37	76	10	77	12	99	33	33	11	11	0	0	9	1.78	2.0556	0.4865
16	3120	55	209	18	133	37	76	10	77	12	99	33	33	12	12	0	0	9	1.78	2.0556	0.4865
16	3218	56	218	19	142	37	76	11	86	12	99	33	33	12	12	0	0	9	1.78	1.9474	0.5135
16	3245	56	218	19	142	37	76	11	86	12	99	33	33	13	13	0	0	9	1.78	1.9474	0.5135
16	3319	57	219	19	142	38	77	11	86	12	99	34	34	13	13	0	0	9	1.78	2.0000	0.5000
16	3394	58	220	19	142	39	78	11	86	12	99	35	35	13	13	0	0	9	1.78	2.0526	0.4872
16	3450	59	226	20	148	39	78	11	86	13	105	35	35	13	13	0	0	9	1.78	1.9500	0.5128
16	3488	60	232	21	154	39	78	12	92	13	105	35	35	13	13	0	0	10	1.60	1.8571	0.5385
16	3560	61	233	22	155	39	78	12	92	13	105	36	36	13	13	0	0	9	1.78	1.7727	0.5641
16	3615	62	235	23	157	39	78	12	92	14	107	36	36	13	13	0	0	8	2.00	1.6957	0.5897
16	3731	63	236	24	158	39	78	12	92	14	107	37	37	13	13	0	0	8	2.00	1.6250	0.6154
16	3746	64	244	25	166	39	78	13	100	14	107	37	37	13	13	0	0	7	2.29	1.5600	0.6410
16	3803	65	245	25	166	40	79	13	100	14	107	38	38	13	13	0	0	6	2.67	1.6000	0.6250
16	3920	65	245	25	166	40	79	13	100	14	107	38	38	14	14	0	0	6	2.67	1.6000	0.6250
16	3967	66	246	25	166	41	80	13	100	14	107	39	39	14	14	0	0	6	2.67	1.6400	0.6098
16	4158	66	246	25	166	41	80	13	100	14	107	39	39	15	15	0	0	6	2.67	1.6400	0.6098
16	4208	67	247	25	166	42	81	13	100	14	107	40	40	15	15	0	0	6	2.67	1.6800	0.5952
16	4219	68	248	25	166	43	82	13	100	14	107	41	41	15	15	0	0	6	2.67	1.7200	0.5814
16	4263	69	249	25	166	44	83	13	100	14	107	42	42	15	15	0	0	6	2.67	1.7600	0.5682
16	4465	70	254	25	166	45	88	13	100	15	112	42	42	15	15	0	0	6	2.67	1.8000	0.5556
16	4493	71	255	25	166	46	89	13	100	15	112	43	43	15	15	0	0	6	2.67	1.8400	0.5435
16	4534	72	256	25	166	47	90	13	100	15	112	44	44	15	15	0	0	6	2.67	1.8800	0.5319
16	4539	73	257	25	166	48	91	13	100	15	112	45	45	15	15	0	0	6	2.67	1.9200	0.5208
16	4576	74	262	26	171	48	91	13	100	16	117	45	45	15	15	0	0	6	2.67	1.8462	0.5417
16	4588	75	266	26	171	49	95	13	100	17	121	45	45	15	15	0	0	7	2.29	1.8846	0.5306
16	4714	76	267	26	171	50	96	13	100	17	121	46	46	15	15	0	0	7	2.29	1.9231	0.5200
16	4733	77	272	26	171	51	101	14	105	17	121	46	46	15	15	0	0	7	2.29	1.9615	0.5098
16	4750	78	273	26	171	52	102	14	105	17	121	47	47	15	15	0	0	7	2.29	2.0000	0.5000
16	4767	79	274	26	171	53	103	14	105	17	121	48	48	15	15	0	0	7	2.29	2.0385	0.4906
16	4807	80	278	26	171	54	107	15	109	17	121	48	48	15	15	0	0	7	2.29	2.0769	0.4815
16	4907	81	285	26	171	55	114	15	109	18	128	48	48	15	15	0	0	7	2.29	2.1154	0.4727
16	4916	82	286	26	171	56	115	15	109	18	128	49	49	15	15	0	0	7	2.29	2.1538	0.4643
16	4954	83	287	26	171	57	116	15	109	18	128	50	50	15	15	0	0	7	2.29	2.1923	0.4561
16	5054	84	293	27	177	57	116	15	109	19	134	50	50	15	15	0	0	7	2.29	2.1111	0.4737
16	5065	84	293	27	177	57	116	15	109	19	134	50	50	16	16	0	0	8	2.00	2.1111	0.4737
16	5075	85	299	28	183	57	116	16	115	19	134	50	50	16	16	0	0	8	2.00	2.0357	0.4912
16	5106	86	300	28	183	58	117	16	115	19	134	51	51	16	16	0	0	7	2.29	2.0714	0.4828
16	5144	87	301	28	183	59	118	16	115	19	134	52	52	16	16	0	0	7	2.29	2.1071	0.4746
16	5208	88	302	28	183	60	119	16	115	19	134	53	53	16	16	0	0	7	2.29	2.1429	0.4667
16	5237	89	309	28	183	61	126	17	122	19	134	53	53	16	16	0	0	7	2.29	2.1786	0.4590
16	5315	90	310	28	183	62	127	17	122	19	134	54	54	16	16	0	0	7	2.29	2.2143	0.4516
16	5329	91	311	28	183	63	128	17	122	19	134	55	55	16	16	0	0	7	2.29	2.2500	0.4444
16	5547	92	312	28	183	64	129	17	122	19	134	56	56	16	16	0	0	7	2.29	2.2857	0.4375
16	5749	93	318	28	183	65	135	17	122	20	140	56	56	16	16	0	0	7	2.29	2.3214	0.4308
16	5762	94	319	28	183	66	136	17	122	20	140	57	57	16	16	0	0	7	2.29	2.3571	0.4242
16	5854	95	331	29	195	66	136	18	134	20	140	57	57	16	16	0	0	7	2.29	2.2759	0.4394
16	5872	96	332	29	195	67	137	18	134	20	140	58	58	16	16	0	0	6	2.67	2.3103	0.4328
16	5906	97	336	30	199	67	137	19	138	20	140	58	58	16	16	0	0	6	2.67	2.2333	0.4478
16	5908	98	337	30	199	68	138	19	138	20	140	59	59	16	16	0	0	5	3.20	2.2667	0.4412
16	5909	99	338	30	199	69	139	19	138	20	140	60	60	16	16	0	0	5	3.20	2.3000	0.4348
16	5918	100	339	30	199	70	140	19	138	20	140	61	61	16	16	0	0	5	3.20	2.3333	0.4286
16	5959	101	340	30	199	71	141	19	138	20	140	62	62	16	16	0	0	5	3.20	2.3667	0.4225
16	5970	102	346	30	199	72	147	20	144	20	140	62	62	16	16	0	0	5	3.20	2.4000	0.4167
16	5978	103	356	30	199	73	157	21	154	20	140	62	62	16	16	0	0	5	3.20	2.4333	0.4110
16	5989	104	365	30	199	74	166	21	154	21	149	62	62	16	16	0	0	5	3.20	2.4667	0.4054
16	5998	105	366	30	199	75	167	21	154	21	149	63	63	16	16	0	0	5	3.20	2.5000	0.4000
16	6025	106	371	30	199	76	172	21	154	22	154	63	63	16	16	0	0	5	3.20	2.5333	0.3947
16	6057	107	372	30	199	77	173	21	154	22	154	64	64	16	16	0	0	5	3.20	2.5667	0.3896
16	6073	108	373	30	199	78	174	21	154	22	154	65	65	16	16	0	0	5	3.20	2.6000	0.3846
16	6109	109	376	31	202	78	174	21	154	23	157	65	65	16	16	0	0	5	3.20	2.5161	0.3974
16	6147	110	377	31	202	79	175	21	154	23	157	66	66	16	16	0	0	6	2.67	2.5484	0.3924
16	6245	111	378	31	202	80	176	21	154	23	157	67	67	16	16	0	0	6	2.67	2.5806	0.3875
16	6260	112	381	31	202	81	179	21	154	24	160	67	67	16	16	0	0	6	2.67	2.6129	0.3827
16	6270	112	381	31	202	81	179	21	154	24	160	67	67	17	17	0	0	6	2.67	2.6129	0.3827
16	6320	113	382	31	202	82	180	21	154	24	160	68	68	17	17	0	0	6	2.67	2.6452	0.3780
16	6345	114	383	31	202	83	181	21	154	24	160	69	69	17	17	0	0	6	2.67	2.6774	0.3735
16	6455	115	393	32	212	83	181	21	154	25	170	69	69	17	17	0	0	6	2.67	2.5938	0.3855
16	6485	116	403	33	222	83	181	22	164	25	170	69	69	17	17	0	0	7	2.29	2.5152	0.3976
16	6494	117	404	33	222	84	182	22	164	25	170	70	70	17	17	0	0	7	2.29	2.5455	0.3929
16	6495	118	415	34	233	84	182	23	175	25	170	70	70	17	17	0	0	7	2.29	2.4706	0.4048
16	6503	119	416	34	233	85	183	23	175	25	170	71	71	17	17	0	0	6	2.67	2.5000	0.4000
16	6556	120	417	34	233	86	184	23	175	25	170	72	72	17	17	0	0	6	2.67	2.5294	0.3953
16	6690	121	418	34	233	87	185	23	175	25	170	73	73	17	17	0	0	6	2.67	2.5588	0.3908
16	6705	122	419	34	233	88	186	23	175	25	170	74	74	17	17	0	0	6	2.67	2.5882	0.3864
16	6944	123	420	34	233	89	187	23	175	25	170	75	75	17	17	0	0	6	2.67	2.6176	0.3820
16	6951	124	421	34	233	90	188	23	175	25	170	76	76	17	17	0	0	6	2.67	2.6471	0.3778
16	7055	125	426	34	233	91	193	24	180	25	170	76	76	17	17	0	0	6	2.67	2.6765	0.3736
16	7128	126	430	35	237	91	193	24	180	26	174	76	76	17	17	0	0	6	2.67	2.6000	0.3846
16	7140	127	434	36	241	91	193	25	184	26	174	76	76	17	17	0	0	7	2.29	2.5278	0.3956
16	7158	128	437	37	244	91	193	26	187	26	174	76	76	17	17	0	0	6	2.67	2.4595	0.4066
16	7233	129	438	37	244	92	194	26	187	26	174	77	77	17	17	0	0	5	3.20	2.4865	0.4022
16	7278	130	439	37	244	93	195	26	187	26	174	78	78	17	17	0	0	5	3.20	2.5135	0.3978
16	7370	131	443	38	248	93	195	26	187	27	178	78	78	17	17	0	0	5	3.20	2.4474	0.4086
16	7392	132	444	38	248	94	196	26	187	27	178	79	79	17	17	0	0	6	2.67	2.4737	0.4043
16	7424	133	445	39	249	94	196	26	187	27	178	80	80	17	17	0	0	6	2.67	2.4103	0.4149
16	7464	134	446	39	249	95	197	26	187	27	178	81	81	17	17	0	0	7	2.29	2.4359	0.4105
16	7665	135	449	39	249	96	200	27	190	27	178	81	81	17	17	0	0	7	2.29	2.4615	0.4063
16	7746	136	450	39	249	97	201	27	190	27	178	82	82	17	17	0	0	7	2.29	2.4872	0.4021
16	7830	137	451	39	249	98	202	27	190	27	178	83	83	17	17	0	0	7	2.29	2.5128	0.3980
16	7913	138	452	39	249	99	203	27	190	27	178	84	84	17	17	0	0	7	2.29	2.5385	0.3939
16	7918	139	453	40	250	99	203	27	190	27	178	85	85	17	17	0	0	7	2.29	2.4750	0.4040
16	8002	139	453	40	250	99	203	27	190	27	178	85	85	18	18	0	0	8	2.00	2.4750	0.4040
16	8026	140	458	40	250	100	208	27	190	28	183	85	85	18	18	0	0	8	2.00	2.5000	0.4000
16	8094	141	466	40	250	101	216	27	190	29	191	85	85	18	18	0	0	8	2.00	2.5250	0.3960
16	8223	142	474	40	250	102	224	28	198	29	191	85	85	18	18	0	0	8	2.00	2.5500	0.3922
16	8293	143	485	41	261	102	224	29	209	29	191	85	85	18	18	0	0	8	2.00	2.4878	0.4020
16	8328	143	485	41	261	102	224	29	209	29	191	85	85	19	19	0	0	7	2.29	2.4878	0.4020
16	8447	143	485	41	261	102	224	29	209	29	191	85	85	20	20	0	0	7	2.29	2.4878	0.4020
16	8527	144	486	41	261	103	225	29	209	29	191	86	86	20	20	0	0	7	2.29	2.5122	0.3981
||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 16 Poins: ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
N	Att#	Tot	Ch Tot	Ext	Ch Ext	Int	Ch Int	GI	Ch GI	GO	Ch GO	Chld	Ch Chld	CD	Ch CD	BOX	Ch BOX	CH	All/CH	OverhIE	overhEI
||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 16 Poins: ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
N	Att#	Tot	Ch Tot	Ext	Ch Ext	Int	Ch Int	GI	Ch GI	GO	Ch GO	Chld	Ch Chld	CD	Ch CD	BOX	Ch BOX	CH	All/CH	OverhIE	overhEI
||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 16 Poins: ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
N	Att#	Tot	Ch Tot	Ext	Ch Ext	Int	Ch Int	GI	Ch GI	GO	Ch GO	Chld	Ch Chld	CD	Ch CD	BOX	Ch BOX	CH	All/CH	OverhIE	overhEI
||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 16 Poins: ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
N	Att#	Tot	Ch Tot	Ext	Ch Ext	Int	Ch Int	GI	Ch GI	GO	Ch GO	Chld	Ch Chld	CD	Ch CD	BOX	Ch BOX	CH	All/CH	OverhIE	overhEI
||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 16 Poins: ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
N	Att#	Tot	Ch Tot	Ext	Ch Ext	Int	Ch Int	GI	Ch GI	GO	Ch GO	Chld	Ch Chld	CD	Ch CD	BOX	Ch BOX	CH	All/CH	OverhIE	overhEI
||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 16 Poins: ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
N	Att#	Tot	Ch Tot	Ext	Ch Ext	Int	Ch Int	GI	Ch GI	GO	Ch GO	Chld	Ch Chld	CD	Ch CD	BOX	Ch BOX	CH	All/CH	OverhIE	overhEI
16	201	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	8	2.00	?????	0.0000
16	221	2	10	0	0	2	10	1	9	0	0	1	1	0	0	0	0	8	2.00	?????	0.0000
||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 16 Poins: ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
N	Att#	Tot	Ch Tot	Ext	Ch Ext	Int	Ch Int	GI	Ch GI	GO	Ch GO	Chld	Ch Chld	CD	Ch CD	BOX	Ch BOX	CH	All/CH	OverhIE	overhEI
16	87	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	6	2.67	?????	0.0000
